Project,Version,Package Name,Type Name,Method Name,Smell,checker,File Path,SmellID,begin,end,disappear,gap
pig,0.8.0,org.apache.pig.newplan.logical.rules,FilterAboveForeach,buildPattern,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java,src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java.FilterAboveForeach.buildPattern.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,FilterAboveForeach,check,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java,src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java.FilterAboveForeach.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,FilterAboveForeach,getFilterProjectionUids,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java,src/org/apache/pig/newplan/logical/rules/FilterAboveForeach.java.FilterAboveForeach.getFilterProjectionUids.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,ImplicitSplitInserter,match,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/ImplicitSplitInserter.java,src/org/apache/pig/newplan/logical/rules/ImplicitSplitInserter.java.ImplicitSplitInserter.match.Feature Envy,0.8.0,0.12.0,0.12.1-rc0,19
pig,0.8.0,org.apache.pig.newplan.logical.rules,ImplicitSplitInserterTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/ImplicitSplitInserter.java,src/org/apache/pig/newplan/logical/rules/ImplicitSplitInserter.java.ImplicitSplitInserterTransformer.transform.Feature Envy,0.8.0,0.12.0,0.12.1-rc0,19
pig,0.8.0,org.apache.pig.newplan.logical.rules,InputOutputFileVisitor,visit,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/InputOutputFileValidator.java,src/org/apache/pig/newplan/logical/rules/InputOutputFileValidator.java.InputOutputFileVisitor.visit.Feature Envy,0.8.0,0.12.1,0.13.0-rc0,21
pig,0.8.0,org.apache.pig.newplan.logical.rules,LimitOptimizer,check,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java.LimitOptimizer.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,LimitOptimizer,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java.LimitOptimizer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,OptimizeLimitTransformer,check,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java.OptimizeLimitTransformer.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,OptimizeLimitTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java.OptimizeLimitTransformer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,OptimizeLimitTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/LimitOptimizer.java.OptimizeLimitTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.1-rc0,org.apache.pig.newplan.logical.rules,LoadStoreFuncDupSignatureVisitor,visit,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LoadStoreFuncDupSignatureValidator.java,src/org/apache/pig/newplan/logical/rules/LoadStoreFuncDupSignatureValidator.java.LoadStoreFuncDupSignatureVisitor.visit.Feature Envy,0.8.1-rc0,0.10.1,0.11.0-rc0,12
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionProxy,decrSrcDNFSplitCounter,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionProxy.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionProxy.java.LogicalExpressionProxy.decrSrcDNFSplitCounter.Feature Envy,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,,God Class,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier..God Class,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,cleanupDNFPlan,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.cleanupDNFPlan.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleAnd,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleAnd.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleAndSimple,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleAndSimple.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleBinary,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleBinary.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleComparison,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleComparison.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleDNFAnd,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleDNFAnd.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,handleDNFOr,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.handleDNFOr.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,inferRelationship,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.inferRelationship.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.transform.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifier,trimLogicalExpressionPlan,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifier.trimLogicalExpressionPlan.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,,God Class,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer..God Class,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,checkDNFLeaves,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.checkDNFLeaves.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,cleanupDNFPlan,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.cleanupDNFPlan.Feature Envy,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleAnd,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleAnd.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleBinary,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleBinary.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleComparison,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleComparison.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleComparison,Long Parameter List,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleComparison.Long Parameter List,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleDNFAnd,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleDNFAnd.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,handleDNFOr,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.handleDNFOr.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,inferRelationship,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.inferRelationship.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,removeDescendants,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.removeDescendants.Feature Envy,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.transform.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.transform.Feature Envy,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.0,org.apache.pig.newplan.logical.rules,LogicalExpressionSimplifierTransformer,trimLogicalExpressionPlan,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java,src/org/apache/pig/newplan/logical/rules/LogicalExpressionSimplifier.java.LogicalExpressionSimplifierTransformer.trimLogicalExpressionPlan.Complex Method,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.8.1-rc0,org.apache.pig.newplan.logical.rules,FullMapCollector,visit,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.FullMapCollector.visit.Feature Envy,0.8.1-rc0,0.17.0,0.17.0,30
pig,0.8.0,org.apache.pig.newplan.logical.rules,FullMapExpCollector,visit,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.FullMapExpCollector.visit.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MapKeysPruneHelper,check,Complex Method,"designitejava,pmd,checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.MapKeysPruneHelper.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MapKeysPruneHelper,check,Long Method,"Decor,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.MapKeysPruneHelper.check.Long Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.1-rc0,org.apache.pig.newplan.logical.rules,MapKeysPruneHelper,visit,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.MapKeysPruneHelper.visit.Complex Method,0.8.1-rc0,0.17.0,0.17.0,30
pig,0.8.0,org.apache.pig.newplan.logical.rules,MapMarker,visit,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java,src/org/apache/pig/newplan/logical/rules/MapKeysPruneHelper.java.MapMarker.visit.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeFilter,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/MergeFilter.java,src/org/apache/pig/newplan/logical/rules/MergeFilter.java.MergeFilter.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeFilterTransformer,combineFilterCond,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeFilter.java,src/org/apache/pig/newplan/logical/rules/MergeFilter.java.MergeFilterTransformer.combineFilterCond.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeFilterTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeFilter.java,src/org/apache/pig/newplan/logical/rules/MergeFilter.java.MergeFilterTransformer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeFilterTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeFilter.java,src/org/apache/pig/newplan/logical/rules/MergeFilter.java.MergeFilterTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEach,check,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEach.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEach,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEach.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEachTransformer,addBranchToPlan,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEachTransformer.addBranchToPlan.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEachTransformer,check,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEachTransformer.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEachTransformer,check,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEachTransformer.check.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEachTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEachTransformer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,MergeForEachTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/MergeForEach.java,src/org/apache/pig/newplan/logical/rules/MergeForEach.java.MergeForEachTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.17.0-rc0,org.apache.pig.newplan.logical.rules,OptimizeNestedLimitTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/NestedLimitOptimizer.java,src/org/apache/pig/newplan/logical/rules/NestedLimitOptimizer.java.OptimizeNestedLimitTransformer.transform.Feature Envy,0.17.0-rc0,0.17.0,0.17.0,2
pig,0.8.0,org.apache.pig.newplan.logical.rules,NotConversionVisitor,,God Class,"pmd,experts",src/org/apache/pig/newplan/logical/rules/NotConversionVisitor.java,src/org/apache/pig/newplan/logical/rules/NotConversionVisitor.java.NotConversionVisitor..God Class,0.8.0,0.13.0,0.14.0-rc0,23
pig,0.9.0,org.apache.pig.newplan.logical.rules,NotConversionVisitor,depthFirst,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/NotConversionVisitor.java,src/org/apache/pig/newplan/logical/rules/NotConversionVisitor.java.NotConversionVisitor.depthFirst.Complex Method,0.9.0,0.13.0,0.14.0-rc0,19
pig,0.12.0-rc0,org.apache.pig.newplan.logical.rules,NewPartitionFilterPushDownTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java,src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java.NewPartitionFilterPushDownTransformer.transform.Feature Envy,0.12.0-rc0,0.12.1,0.13.0-rc0,4
pig,0.8.0,org.apache.pig.newplan.logical.rules,PartitionFilterPushDownTransformer,check,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java,src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java.PartitionFilterPushDownTransformer.check.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PartitionFilterPushDownTransformer,setupColNameMaps,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java,src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java.PartitionFilterPushDownTransformer.setupColNameMaps.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PartitionFilterPushDownTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java,src/org/apache/pig/newplan/logical/rules/PartitionFilterOptimizer.java.PartitionFilterPushDownTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.14.0-rc0,org.apache.pig.newplan.logical.rules,PredicatePushDownTransformer,check,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PredicatePushdownOptimizer.java,src/org/apache/pig/newplan/logical/rules/PredicatePushdownOptimizer.java.PredicatePushDownTransformer.check.Feature Envy,0.14.0-rc0,0.17.0,0.17.0,8
pig,0.14.0-rc0,org.apache.pig.newplan.logical.rules,PredicatePushDownTransformer,setupColNameMaps,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PredicatePushdownOptimizer.java,src/org/apache/pig/newplan/logical/rules/PredicatePushdownOptimizer.java.PredicatePushDownTransformer.setupColNameMaps.Feature Envy,0.14.0-rc0,0.17.0,0.17.0,8
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlatten,check,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlatten.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlatten,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlatten.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlattenTransformer,check,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlattenTransformer.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlattenTransformer,check,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlattenTransformer.check.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlattenTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlattenTransformer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushDownForEachFlattenTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java,src/org/apache/pig/newplan/logical/rules/PushDownForEachFlatten.java.PushDownForEachFlattenTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilter,check,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilter.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilter,findInputsToAddFilter,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilter.findInputsToAddFilter.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilter,transform,Complex Method,"pmd,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilter.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.1-rc0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,,God Class,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer..God Class,0.8.1-rc0,0.17.0,0.17.0,30
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,check,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer.check.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,findInputsToAddFilter,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer.findInputsToAddFilter.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,insertFilter,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer.insertFilter.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,transform,Complex Method,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer.transform.Complex Method,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,PushUpFilterTransformer,transform,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/PushUpFilter.java,src/org/apache/pig/newplan/logical/rules/PushUpFilter.java.PushUpFilterTransformer.transform.Feature Envy,0.8.0,0.17.0,0.17.0,31
pig,0.8.0,org.apache.pig.newplan.logical.rules,SplitFilterTransformer,fillSubPlan,Feature Envy,"checkstyle,experts",src/org/apache/pig/newplan/logical/rules/SplitFilter.java,src/org/apache/pig/newplan/logical/rules/SplitFilter.java.SplitFilterTransformer.fillSubPlan.Feature Envy,0.8.0,0.17.0,0.17.0,31
